EARN,EMP#,DATE,HRS,RATE,AMOUNT,,,,,,,,,,,,
REG,66103,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66103,11/19/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,66103,11/19/2012,3.38,30.8,111.91,,,,,,,,,,,,
REG,66103,11/20/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,66103,11/20/2012,3.38,30.8,111.91,,,,,,,,,,,,
REG,66103,11/21/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,66103,11/21/2012,3.38,30.8,111.91,,,,,,,,,,,,
REG,66116,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66116,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66116,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66116,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66160,11/18/2012,5.51,30.48,178.31,,,,,,,,,,,,
REG,66160,11/18/2012,2.09,30.8,66.22,,,,,,,,,,,,
REG,66160,11/19/2012,5.09,30.48,156.97,,,,,,,,,,,,
REG,66160,11/19/2012,2.51,30.8,87.78,,,,,,,,,,,,
REG,66160,11/20/2012,5.09,30.48,156.97,,,,,,,,,,,,
REG,66160,11/20/2012,2.51,30.8,87.78,,,,,,,,,,,,
REG,66160,11/21/2012,5.09,30.48,156.97,,,,,,,,,,,,
REG,66160,11/21/2012,2.51,30.8,87.78,,,,,,,,,,,,
REG,66242,11/17/2012,5.39,30.48,172.21,,,,,,,,,,,,
REG,66242,11/17/2012,2.21,30.8,72.38,,,,,,,,,,,,
REG,66242,11/18/2012,4.25,30.48,134.62,,,,,,,,,,,,
REG,66242,11/18/2012,3.35,30.8,110.37,,,,,,,,,,,,
REG,66242,11/19/2012,5.23,30.48,164.08,,,,,,,,,,,,
REG,66242,11/19/2012,2.37,30.8,80.59,,,,,,,,,,,,
REG,66242,11/20/2012,5.23,30.48,164.08,,,,,,,,,,,,
REG,66242,11/20/2012,2.37,30.8,80.59,,,,,,,,,,,,
REG,66279,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66279,11/20/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,66279,11/21/2012,8.00,30.8,246.4,,,,,,,,,,,,
REG,66279,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66328,11/17/2012,2.45,30.48,83.82,,,,,,,,,,,,
REG,66328,11/17/2012,5.15,30.8,161.7,,,,,,,,,,,,
REG,66328,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66328,11/19/2012,5.14,30.48,159.51,,,,,,,,,,,,
REG,66328,11/19/2012,2.46,30.8,85.21,,,,,,,,,,,,
REG,66328,11/20/2012,5.14,30.48,159.51,,,,,,,,,,,,
REG,66328,11/20/2012,2.46,30.8,85.21,,,,,,,,,,,,
REG,66328,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66329,11/19/2012,2.55,30.48,88.9,,,,,,,,,,,,
REG,66329,11/19/2012,5.05,30.8,156.57,,,,,,,,,,,,
REG,66329,11/20/2012,2.55,30.48,88.9,,,,,,,,,,,,
REG,66329,11/20/2012,5.05,30.8,156.57,,,,,,,,,,,,
REG,66329,11/21/2012,2.55,30.48,88.9,,,,,,,,,,,,
REG,66329,11/21/2012,5.05,30.8,156.57,,,,,,,,,,,,
REG,66329,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66329,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66376,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66376,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66376,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66376,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66377,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66377,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66377,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66377,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66419,11/17/2012,6.10,30.48,187.96,,,,,,,,,,,,
REG,66419,11/17/2012,1.50,30.8,56.47,,,,,,,,,,,,
REG,66419,11/20/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,66419,11/20/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,66419,11/21/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,66419,11/21/2012,6.34,30.8,202.25,,,,,,,,,,,,
REG,66419,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66474,11/17/2012,6.09,30.48,187.45,,,,,,,,,,,,
REG,66474,11/17/2012,1.51,30.8,56.98,,,,,,,,,,,,
REG,66474,11/18/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,66474,11/18/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,66474,11/19/2012,4.38,30.48,141.22,,,,,,,,,,,,
REG,66474,11/19/2012,3.22,30.8,103.69,,,,,,,,,,,,
REG,66474,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66474,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66517,11/19/2012,4.19,30.48,131.57,,,,,,,,,,,,
REG,66517,11/19/2012,3.41,30.8,113.45,,,,,,,,,,,,
REG,66517,11/20/2012,4.19,30.48,131.57,,,,,,,,,,,,
REG,66517,11/20/2012,3.41,30.8,113.45,,,,,,,,,,,,
REG,66517,11/21/2012,4.19,30.48,131.57,,,,,,,,,,,,
REG,66517,11/21/2012,3.41,30.8,113.45,,,,,,,,,,,,
REG,66517,11/23/2012,6.21,30.48,193.55,,,,,,,,,,,,
REG,66517,11/23/2012,1.39,30.8,50.82,,,,,,,,,,,,
REG,66538,11/19/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,66538,11/19/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,66538,11/20/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,66538,11/20/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,66538,11/21/2012,4.02,30.48,122.94,,,,,,,,,,,,
REG,66538,11/21/2012,3.58,30.8,122.17,,,,,,,,,,,,
REG,66538,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66626,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66626,11/19/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,66626,11/19/2012,5.07,30.8,157.59,,,,,,,,,,,,
REG,66626,11/20/2012,2.53,30.48,87.88,,,,,,,,,,,,
REG,66626,11/20/2012,5.07,30.8,157.59,,,,,,,,,,,,
REG,66626,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66626,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66628,11/17/2012,5.54,30.48,179.83,,,,,,,,,,,,
REG,66628,11/17/2012,2.06,30.8,64.68,,,,,,,,,,,,
REG,66628,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66628,11/19/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,66628,11/19/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,66628,11/20/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,66628,11/20/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,66628,11/21/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,66628,11/21/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,66645,11/17/2012,1.16,30.48,38.61,,,,,,,,,,,,
REG,66645,11/17/2012,6.44,30.8,207.39,,,,,,,,,,,,
REG,66645,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66645,11/19/2012,3.10,30.48,96.52,,,,,,,,,,,,
REG,66645,11/19/2012,4.50,30.8,148.87,,,,,,,,,,,,
REG,66645,11/20/2012,3.10,30.48,96.52,,,,,,,,,,,,
REG,66645,11/20/2012,4.50,30.8,148.87,,,,,,,,,,,,
REG,66645,11/21/2012,3.10,30.48,96.52,,,,,,,,,,,,
REG,66645,11/21/2012,4.50,30.8,148.87,,,,,,,,,,,,
REG,66646,11/17/2012,1.08,30.48,34.54,,,,,,,,,,,,
REG,66646,11/17/2012,6.52,30.8,211.49,,,,,,,,,,,,
REG,66646,11/19/2012,5.04,30.48,154.43,,,,,,,,,,,,
REG,66646,11/19/2012,2.56,30.8,90.35,,,,,,,,,,,,
REG,66646,11/20/2012,5.04,30.48,154.43,,,,,,,,,,,,
REG,66646,11/20/2012,2.56,30.8,90.35,,,,,,,,,,,,
REG,66646,11/21/2012,5.04,30.48,154.43,,,,,,,,,,,,
REG,66646,11/21/2012,2.56,30.8,90.35,,,,,,,,,,,,
REG,66684,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66684,11/19/2012,4.21,30.48,132.59,,,,,,,,,,,,
REG,66684,11/19/2012,3.39,30.8,112.42,,,,,,,,,,,,
REG,66684,11/20/2012,4.21,30.48,132.59,,,,,,,,,,,,
REG,66684,11/20/2012,3.39,30.8,112.42,,,,,,,,,,,,
REG,66684,11/21/2012,4.21,30.48,132.59,,,,,,,,,,,,
REG,66684,11/21/2012,3.39,30.8,112.42,,,,,,,,,,,,
REG,67034,11/17/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,67034,11/17/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,67034,11/18/2012,4.10,30.48,127,,,,,,,,,,,,
REG,67034,11/18/2012,3.50,30.8,118.07,,,,,,,,,,,,
REG,67034,11/19/2012,1.23,30.48,42.16,,,,,,,,,,,,
REG,67034,11/19/2012,6.37,30.8,203.79,,,,,,,,,,,,
REG,67034,11/20/2012,1.23,30.48,42.16,,,,,,,,,,,,
REG,67034,11/20/2012,6.37,30.8,203.79,,,,,,,,,,,,
REG,67035,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67035,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67035,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67035,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67035,11/23/2012,1.22,30.48,41.66,,,,,,,,,,,,
REG,67035,11/23/2012,6.38,30.8,204.31,,,,,,,,,,,,
REG,67036,11/17/2012,4.44,30.48,144.27,,,,,,,,,,,,
REG,67036,11/17/2012,3.16,30.8,100.61,,,,,,,,,,,,
REG,67036,11/18/2012,4.13,30.48,128.52,,,,,,,,,,,,
REG,67036,11/18/2012,3.47,30.8,116.53,,,,,,,,,,,,
REG,67036,11/19/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,67036,11/19/2012,3.06,30.8,95.48,,,,,,,,,,,,
REG,67036,11/20/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,67036,11/20/2012,3.06,30.8,95.48,,,,,,,,,,,,
REG,67212,11/17/2012,6.31,30.48,198.63,,,,,,,,,,,,
REG,67212,11/17/2012,1.29,30.8,45.69,,,,,,,,,,,,
REG,67212,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67212,11/19/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,67212,11/19/2012,5.53,30.8,181.21,,,,,,,,,,,,
REG,67212,11/20/2012,2.07,30.48,64.52,,,,,,,,,,,,
REG,67212,11/20/2012,5.53,30.8,181.21,,,,,,,,,,,,
REG,67246,11/17/2012,5.57,30.48,181.36,,,,,,,,,,,,
REG,67246,11/17/2012,2.03,30.8,63.14,,,,,,,,,,,,
REG,67246,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67246,11/19/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,67246,11/19/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,67246,11/20/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,67246,11/20/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,67246,11/21/2012,2.41,30.48,81.79,,,,,,,,,,,,
REG,67246,11/21/2012,5.19,30.8,163.75,,,,,,,,,,,,
REG,67247,11/17/2012,1.21,30.48,41.15,,,,,,,,,,,,
REG,67247,11/17/2012,6.39,30.8,204.82,,,,,,,,,,,,
REG,67247,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67247,11/19/2012,3.08,30.48,95.5,,,,,,,,,,,,
REG,67247,11/19/2012,4.52,30.8,149.89,,,,,,,,,,,,
REG,67247,11/20/2012,3.08,30.48,95.5,,,,,,,,,,,,
REG,67247,11/20/2012,4.52,30.8,149.89,,,,,,,,,,,,
REG,67248,11/17/2012,4.03,30.48,123.44,,,,,,,,,,,,
REG,67248,11/17/2012,3.57,30.8,121.66,,,,,,,,,,,,
REG,67248,11/18/2012,5.22,30.48,163.58,,,,,,,,,,,,
REG,67248,11/18/2012,2.38,30.8,81.11,,,,,,,,,,,,
REG,67248,11/19/2012,5.18,30.48,161.54,,,,,,,,,,,,
REG,67248,11/19/2012,2.42,30.8,83.16,,,,,,,,,,,,
REG,67248,11/20/2012,5.18,30.48,161.54,,,,,,,,,,,,
REG,67248,11/20/2012,2.42,30.8,83.16,,,,,,,,,,,,
REG,67283,11/17/2012,1.08,30.48,34.54,,,,,,,,,,,,
REG,67283,11/17/2012,6.52,30.8,211.49,,,,,,,,,,,,
REG,67283,11/18/2012,5.17,30.48,161.04,,,,,,,,,,,,
REG,67283,11/18/2012,2.43,30.8,83.67,,,,,,,,,,,,
REG,67283,11/19/2012,3.03,30.48,92.96,,,,,,,,,,,,
REG,67283,11/19/2012,4.57,30.8,152.46,,,,,,,,,,,,
REG,67283,11/23/2012,5.39,30.48,172.21,,,,,,,,,,,,
REG,67283,11/23/2012,2.21,30.8,72.38,,,,,,,,,,,,
REG,67320,11/17/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,67320,11/17/2012,3.20,30.8,102.67,,,,,,,,,,,,
REG,67320,11/20/2012,2.58,30.48,90.42,,,,,,,,,,,,
REG,67320,11/20/2012,5.02,30.8,155.03,,,,,,,,,,,,
REG,67320,11/21/2012,2.58,30.48,90.42,,,,,,,,,,,,
REG,67320,11/21/2012,5.02,30.8,155.03,,,,,,,,,,,,
REG,67320,11/23/2012,4.30,30.48,137.16,,,,,,,,,,,,
REG,67320,11/23/2012,3.30,30.8,107.8,,,,,,,,,,,,
REG,67321,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67321,11/19/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,67321,11/19/2012,5.00,30.8,154,,,,,,,,,,,,
REG,67321,11/20/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,67321,11/20/2012,5.00,30.8,154,,,,,,,,,,,,
REG,67321,11/21/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,67321,11/21/2012,5.00,30.8,154,,,,,,,,,,,,
REG,67392,11/17/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,67392,11/17/2012,3.08,30.8,96.51,,,,,,,,,,,,
REG,67392,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67392,11/19/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,67392,11/19/2012,3.38,30.8,111.91,,,,,,,,,,,,
REG,67392,11/20/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,67392,11/20/2012,3.38,30.8,111.91,,,,,,,,,,,,
REG,67393,11/18/2012,2.51,30.48,86.87,,,,,,,,,,,,
REG,67393,11/18/2012,5.09,30.8,158.62,,,,,,,,,,,,
REG,67393,11/19/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,67393,11/19/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,67393,11/20/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,67393,11/20/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,67393,11/21/2012,6.13,30.48,189.48,,,,,,,,,,,,
REG,67393,11/21/2012,1.47,30.8,54.93,,,,,,,,,,,,
REG,67393,11/22/2012,4.28,30.48,136.14,,,,,,,,,,,,
REG,67393,11/22/2012,3.32,30.8,108.83,,,,,,,,,,,,
REG,67412,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67412,11/19/2012,4.29,30.48,136.65,,,,,,,,,,,,
REG,67412,11/19/2012,3.31,30.8,108.31,,,,,,,,,,,,
REG,67412,11/20/2012,4.29,30.48,136.65,,,,,,,,,,,,
REG,67412,11/20/2012,3.31,30.8,108.31,,,,,,,,,,,,
REG,67412,11/21/2012,4.29,30.48,136.65,,,,,,,,,,,,
REG,67412,11/21/2012,3.31,30.8,108.31,,,,,,,,,,,,
REG,67478,11/19/2012,4.31,30.48,137.67,,,,,,,,,,,,
REG,67478,11/19/2012,3.29,27.72,96.56,,,,,,,,,,,,
REG,67478,11/20/2012,4.38,30.48,141.22,,,,,,,,,,,,
REG,67478,11/20/2012,3.22,27.72,93.32,,,,,,,,,,,,
REG,67478,11/21/2012,6.20,30.48,193.04,,,,,,,,,,,,
REG,67478,11/21/2012,1.40,27.72,46.2,,,,,,,,,,,,
REG,67478,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67478,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67541,11/18/2012,4.34,30.48,139.19,,,,,,,,,,,,
REG,67541,11/18/2012,3.26,27.72,95.17,,,,,,,,,,,,
REG,67541,11/19/2012,3.07,30.48,95,,,,,,,,,,,,
REG,67541,11/19/2012,4.53,27.72,135.37,,,,,,,,,,,,
REG,67541,11/20/2012,3.07,30.48,95,,,,,,,,,,,,
REG,67541,11/20/2012,4.53,27.72,135.37,,,,,,,,,,,,
REG,67541,11/21/2012,3.07,30.48,95,,,,,,,,,,,,
REG,67541,11/21/2012,4.53,27.72,135.37,,,,,,,,,,,,
REG,67542,11/19/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,67542,11/19/2012,3.38,27.72,100.72,,,,,,,,,,,,
REG,67542,11/20/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,67542,11/20/2012,3.38,27.72,100.72,,,,,,,,,,,,
REG,67542,11/21/2012,4.22,30.48,133.1,,,,,,,,,,,,
REG,67542,11/21/2012,3.38,27.72,100.72,,,,,,,,,,,,
REG,67542,11/23/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,67542,11/23/2012,3.08,27.72,86.86,,,,,,,,,,,,
REG,67543,11/17/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,67543,11/17/2012,3.24,27.72,94.25,,,,,,,,,,,,
REG,67543,11/18/2012,4.18,30.48,131.06,,,,,,,,,,,,
REG,67543,11/18/2012,3.42,27.72,102.56,,,,,,,,,,,,
REG,67543,11/19/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,67543,11/19/2012,3.06,27.72,85.93,,,,,,,,,,,,
REG,67543,11/20/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,67543,11/20/2012,3.06,27.72,85.93,,,,,,,,,,,,
REG,67543,11/21/2012,4.54,30.48,149.35,,,,,,,,,,,,
REG,67543,11/21/2012,3.06,27.72,85.93,,,,,,,,,,,,
REG,67621,11/17/2012,8.00,27.72,221.76,,,,,,,,,,,,
REG,67621,11/19/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,67621,11/19/2012,5.06,27.72,141.37,,,,,,,,,,,,
REG,67621,11/20/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,67621,11/20/2012,5.06,27.72,141.37,,,,,,,,,,,,
REG,67621,11/21/2012,2.54,30.48,88.39,,,,,,,,,,,,
REG,67621,11/21/2012,5.06,27.72,141.37,,,,,,,,,,,,
REG,67631,11/17/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,67631,11/17/2012,3.54,27.72,108.11,,,,,,,,,,,,
REG,67631,11/19/2012,3.58,30.48,120.9,,,,,,,,,,,,
REG,67631,11/19/2012,4.02,27.72,111.8,,,,,,,,,,,,
REG,67631,11/20/2012,3.58,30.48,120.9,,,,,,,,,,,,
REG,67631,11/20/2012,4.02,27.72,111.8,,,,,,,,,,,,
REG,67631,11/21/2012,3.58,30.48,120.9,,,,,,,,,,,,
REG,67631,11/21/2012,4.02,27.72,111.8,,,,,,,,,,,,
REG,67647,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67647,11/19/2012,6.19,30.48,192.53,,,,,,,,,,,,
REG,67647,11/19/2012,1.41,27.72,46.66,,,,,,,,,,,,
REG,67647,11/20/2012,6.19,30.48,192.53,,,,,,,,,,,,
REG,67647,11/20/2012,1.41,27.72,46.66,,,,,,,,,,,,
REG,67647,11/21/2012,6.19,30.48,192.53,,,,,,,,,,,,
REG,67647,11/21/2012,1.41,27.72,46.66,,,,,,,,,,,,
REG,67663,11/17/2012,5.55,30.48,180.34,,,,,,,,,,,,
REG,67663,11/17/2012,2.05,27.72,57.75,,,,,,,,,,,,
REG,67663,11/18/2012,4.09,30.48,126.49,,,,,,,,,,,,
REG,67663,11/18/2012,3.51,27.72,106.72,,,,,,,,,,,,
REG,67663,11/19/2012,5.16,30.48,160.53,,,,,,,,,,,,
REG,67663,11/19/2012,2.44,27.72,75.77,,,,,,,,,,,,
REG,67663,11/20/2012,5.16,30.48,160.53,,,,,,,,,,,,
REG,67663,11/20/2012,2.44,27.72,75.77,,,,,,,,,,,,
REG,67667,11/17/2012,5.52,30.48,178.82,,,,,,,,,,,,
REG,67667,11/17/2012,2.08,27.72,59.14,,,,,,,,,,,,
REG,67667,11/19/2012,2.47,30.48,84.84,,,,,,,,,,,,
REG,67667,11/19/2012,5.13,27.72,144.61,,,,,,,,,,,,
REG,67667,11/20/2012,2.47,30.48,84.84,,,,,,,,,,,,
REG,67667,11/20/2012,5.13,27.72,144.61,,,,,,,,,,,,
REG,67667,11/21/2012,2.47,30.48,84.84,,,,,,,,,,,,
REG,67667,11/21/2012,5.13,27.72,144.61,,,,,,,,,,,,
REG,67691,11/17/2012,4.36,30.48,140.21,,,,,,,,,,,,
REG,67691,11/17/2012,3.24,27.72,94.25,,,,,,,,,,,,
REG,67691,11/20/2012,3.06,30.48,94.49,,,,,,,,,,,,
REG,67691,11/20/2012,4.54,27.72,135.83,,,,,,,,,,,,
REG,67691,11/21/2012,3.06,30.48,94.49,,,,,,,,,,,,
REG,67691,11/21/2012,4.54,27.72,135.83,,,,,,,,,,,,
REG,67691,11/22/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,67691,11/22/2012,3.46,27.72,104.41,,,,,,,,,,,,
REG,67691,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67692,11/17/2012,5.42,30.48,173.74,,,,,,,,,,,,
REG,67692,11/17/2012,2.18,27.72,63.76,,,,,,,,,,,,
REG,67692,11/18/2012,5.27,30.48,166.12,,,,,,,,,,,,
REG,67692,11/18/2012,2.33,27.72,70.69,,,,,,,,,,,,
REG,67692,11/19/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,67692,11/19/2012,3.00,27.72,83.16,,,,,,,,,,,,
REG,67692,11/20/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,67692,11/20/2012,3.00,27.72,83.16,,,,,,,,,,,,
REG,67692,11/21/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,67692,11/21/2012,3.00,27.72,83.16,,,,,,,,,,,,
REG,67728,11/18/2012,6.07,30.48,186.44,,,,,,,,,,,,
REG,67728,11/18/2012,1.53,27.72,52.21,,,,,,,,,,,,
REG,67728,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67728,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67728,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,67729,11/17/2012,4.32,30.48,138.18,,,,,,,,,,,,
REG,67729,11/17/2012,3.28,27.72,96.1,,,,,,,,,,,,
REG,67729,11/18/2012,5.27,30.48,166.12,,,,,,,,,,,,
REG,67729,11/18/2012,2.33,27.72,70.69,,,,,,,,,,,,
REG,67729,11/19/2012,5.03,30.48,153.92,,,,,,,,,,,,
REG,67729,11/19/2012,2.57,27.72,81.77,,,,,,,,,,,,
REG,67729,11/20/2012,5.03,30.48,153.92,,,,,,,,,,,,
REG,67729,11/20/2012,2.57,27.72,81.77,,,,,,,,,,,,
REG,68161,11/17/2012,6.02,30.48,183.9,,,,,,,,,,,,
REG,68161,11/17/2012,1.58,26.18,51.49,,,,,,,,,,,,
REG,68161,11/20/2012,5.06,30.48,155.45,,,,,,,,,,,,
REG,68161,11/20/2012,2.54,26.18,75.92,,,,,,,,,,,,
REG,68161,11/21/2012,5.06,30.48,155.45,,,,,,,,,,,,
REG,68161,11/21/2012,2.54,26.18,75.92,,,,,,,,,,,,
REG,68161,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68161,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68201,11/18/2012,4.17,30.48,130.56,,,,,,,,,,,,
REG,68201,11/18/2012,3.43,26.18,97.3,,,,,,,,,,,,
REG,68201,11/19/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,68201,11/19/2012,1.45,26.18,45.82,,,,,,,,,,,,
REG,68201,11/20/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,68201,11/20/2012,1.45,26.18,45.82,,,,,,,,,,,,
REG,68201,11/21/2012,6.15,30.48,190.5,,,,,,,,,,,,
REG,68201,11/21/2012,1.45,26.18,45.82,,,,,,,,,,,,
REG,68202,11/17/2012,2.12,30.48,67.06,,,,,,,,,,,,
REG,68202,11/17/2012,5.48,26.18,151.84,,,,,,,,,,,,
REG,68202,11/18/2012,3.06,30.48,94.49,,,,,,,,,,,,
REG,68202,11/18/2012,4.54,26.18,128.28,,,,,,,,,,,,
REG,68202,11/19/2012,5.39,30.48,172.21,,,,,,,,,,,,
REG,68202,11/19/2012,2.21,26.18,61.52,,,,,,,,,,,,
REG,68202,11/23/2012,6.06,30.48,185.93,,,,,,,,,,,,
REG,68202,11/23/2012,1.54,26.18,49.74,,,,,,,,,,,,
REG,68278,11/17/2012,4.50,30.48,147.32,,,,,,,,,,,,
REG,68278,11/17/2012,3.10,26.18,82.9,,,,,,,,,,,,
REG,68278,11/18/2012,3.16,30.48,99.57,,,,,,,,,,,,
REG,68278,11/18/2012,4.44,26.18,123.92,,,,,,,,,,,,
REG,68278,11/19/2012,8.00,26.18,209.44,,,,,,,,,,,,
REG,68278,11/23/2012,4.40,30.48,142.24,,,,,,,,,,,,
REG,68278,11/23/2012,3.20,26.18,87.27,,,,,,,,,,,,
REG,68300,11/17/2012,1.26,30.48,43.69,,,,,,,,,,,,
REG,68300,11/17/2012,6.34,26.18,171.92,,,,,,,,,,,,
REG,68300,11/18/2012,6.05,30.48,185.42,,,,,,,,,,,,
REG,68300,11/18/2012,1.55,26.18,50.18,,,,,,,,,,,,
REG,68300,11/19/2012,4.58,30.48,151.38,,,,,,,,,,,,
REG,68300,11/19/2012,3.02,26.18,79.41,,,,,,,,,,,,
REG,68300,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,68302,11/17/2012,6.03,30.48,184.4,,,,,,,,,,,,
REG,68302,11/17/2012,1.57,26.18,51.05,,,,,,,,,,,,
REG,68302,11/18/2012,5.46,30.48,175.77,,,,,,,,,,,,
REG,68302,11/18/2012,2.14,26.18,58.47,,,,,,,,,,,,
REG,68302,11/19/2012,2.59,30.48,90.93,,,,,,,,,,,,
REG,68302,11/19/2012,5.01,26.18,131.34,,,,,,,,,,,,
REG,68302,11/23/2012,3.08,30.48,95.5,,,,,,,,,,,,
REG,68302,11/23/2012,4.52,26.18,127.41,,,,,,,,,,,,
REG,68303,11/17/2012,3.09,30.48,96.01,,,,,,,,,,,,
REG,68303,11/17/2012,4.51,26.18,126.97,,,,,,,,,,,,
