EARN,EMP#,DATE,HRS,RATE,AMOUNT,,,,,,,,,,,,
REG,8440,11/21/2012,5.20,30.48,162.56,,,,,,,,,,,,
REG,8440,11/21/2012,2.40,30.8,82.13,,,,,,,,,,,,
REG,8677,11/19/2012,5.15,30.48,160.02,,,,,,,,,,,,
REG,8677,11/19/2012,2.45,30.8,84.7,,,,,,,,,,,,
REG,8677,11/20/2012,5.15,30.48,160.02,,,,,,,,,,,,
REG,8677,11/20/2012,2.45,30.8,84.7,,,,,,,,,,,,
REG,8677,11/21/2012,5.15,30.48,160.02,,,,,,,,,,,,
REG,8677,11/21/2012,2.45,30.8,84.7,,,,,,,,,,,,
REG,8677,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8677,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8765,11/19/2012,3.53,30.48,118.36,,,,,,,,,,,,
REG,8765,11/19/2012,4.07,30.8,126.79,,,,,,,,,,,,
REG,8765,11/20/2012,3.53,30.48,118.36,,,,,,,,,,,,
REG,8765,11/20/2012,4.07,30.8,126.79,,,,,,,,,,,,
REG,8765,11/21/2012,3.53,30.48,118.36,,,,,,,,,,,,
REG,8765,11/21/2012,4.07,30.8,126.79,,,,,,,,,,,,
REG,8765,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8769,11/17/2012,5.18,30.48,161.54,,,,,,,,,,,,
REG,8769,11/17/2012,2.42,30.8,83.16,,,,,,,,,,,,
REG,8769,11/20/2012,1.13,30.48,37.08,,,,,,,,,,,,
REG,8769,11/20/2012,6.47,30.8,208.93,,,,,,,,,,,,
REG,8769,11/21/2012,1.13,30.48,37.08,,,,,,,,,,,,
REG,8769,11/21/2012,6.47,30.8,208.93,,,,,,,,,,,,
REG,8769,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8769,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8837,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8837,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8837,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,8837,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9023,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9023,11/19/2012,2.52,30.48,87.38,,,,,,,,,,,,
REG,9023,11/19/2012,5.08,30.8,158.11,,,,,,,,,,,,
REG,9023,11/20/2012,2.52,30.48,87.38,,,,,,,,,,,,
REG,9023,11/20/2012,5.08,30.8,158.11,,,,,,,,,,,,
REG,9023,11/21/2012,2.52,30.48,87.38,,,,,,,,,,,,
REG,9023,11/21/2012,5.08,30.8,158.11,,,,,,,,,,,,
REG,9025,11/17/2012,5.52,30.48,178.82,,,,,,,,,,,,
REG,9025,11/17/2012,2.08,30.8,65.71,,,,,,,,,,,,
REG,9025,11/19/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,9025,11/19/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,9025,11/20/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,9025,11/20/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,9025,11/21/2012,5.00,30.48,152.4,,,,,,,,,,,,
REG,9025,11/21/2012,3.00,30.8,92.4,,,,,,,,,,,,
REG,9030,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9030,11/19/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,9030,11/19/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,9030,11/20/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,9030,11/20/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,9030,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9109,11/19/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9109,11/19/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9109,11/20/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9109,11/20/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9109,11/21/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9109,11/21/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9109,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9109,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9113,11/18/2012,6.14,30.48,189.99,,,,,,,,,,,,
REG,9113,11/18/2012,1.46,30.8,54.41,,,,,,,,,,,,
REG,9113,11/19/2012,2.08,30.48,65.02,,,,,,,,,,,,
REG,9113,11/19/2012,5.52,30.8,180.69,,,,,,,,,,,,
REG,9113,11/20/2012,2.08,30.48,65.02,,,,,,,,,,,,
REG,9113,11/20/2012,5.52,30.8,180.69,,,,,,,,,,,,
REG,9113,11/21/2012,2.08,30.48,65.02,,,,,,,,,,,,
REG,9113,11/21/2012,5.52,30.8,180.69,,,,,,,,,,,,
REG,9117,11/18/2012,5.26,30.48,165.61,,,,,,,,,,,,
REG,9117,11/18/2012,2.34,30.8,79.05,,,,,,,,,,,,
REG,9117,11/19/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,9117,11/19/2012,3.54,30.8,120.12,,,,,,,,,,,,
REG,9117,11/20/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,9117,11/20/2012,3.54,30.8,120.12,,,,,,,,,,,,
REG,9117,11/21/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,9117,11/21/2012,3.54,30.8,120.12,,,,,,,,,,,,
REG,9117,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9121,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9121,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9121,11/19/2012,6.17,30.48,191.52,,,,,,,,,,,,
REG,9121,11/19/2012,1.43,30.8,52.87,,,,,,,,,,,,
REG,9121,11/20/2012,6.17,30.48,191.52,,,,,,,,,,,,
REG,9121,11/20/2012,1.43,30.8,52.87,,,,,,,,,,,,
REG,9121,11/21/2012,6.17,30.48,191.52,,,,,,,,,,,,
REG,9121,11/21/2012,1.43,30.8,52.87,,,,,,,,,,,,
REG,9155,11/17/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,9155,11/17/2012,3.46,30.8,116.01,,,,,,,,,,,,
REG,9155,11/18/2012,1.18,30.48,39.62,,,,,,,,,,,,
REG,9155,11/18/2012,6.42,30.8,206.36,,,,,,,,,,,,
REG,9155,11/19/2012,5.01,30.48,152.91,,,,,,,,,,,,
REG,9155,11/19/2012,2.59,30.8,91.89,,,,,,,,,,,,
REG,9155,11/20/2012,5.01,30.48,152.91,,,,,,,,,,,,
REG,9155,11/20/2012,2.59,30.8,91.89,,,,,,,,,,,,
REG,9155,11/21/2012,5.01,30.48,152.91,,,,,,,,,,,,
REG,9155,11/21/2012,2.59,30.8,91.89,,,,,,,,,,,,
REG,9183,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9183,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9183,11/19/2012,5.02,30.48,153.42,,,,,,,,,,,,
REG,9183,11/19/2012,2.58,30.8,91.37,,,,,,,,,,,,
REG,9183,11/20/2012,5.02,30.48,153.42,,,,,,,,,,,,
REG,9183,11/20/2012,2.58,30.8,91.37,,,,,,,,,,,,
REG,9187,11/19/2012,6.22,30.48,194.06,,,,,,,,,,,,
REG,9187,11/19/2012,1.38,30.8,50.31,,,,,,,,,,,,
REG,9187,11/20/2012,6.22,30.48,194.06,,,,,,,,,,,,
REG,9187,11/20/2012,1.38,30.8,50.31,,,,,,,,,,,,
REG,9187,11/21/2012,6.22,30.48,194.06,,,,,,,,,,,,
REG,9187,11/21/2012,1.38,30.8,50.31,,,,,,,,,,,,
REG,9187,11/23/2012,6.10,30.48,187.96,,,,,,,,,,,,
REG,9187,11/23/2012,1.50,30.8,56.47,,,,,,,,,,,,
REG,9281,11/19/2012,4.42,30.48,143.26,,,,,,,,,,,,
REG,9281,11/19/2012,3.18,30.8,101.64,,,,,,,,,,,,
REG,9281,11/20/2012,4.42,30.48,143.26,,,,,,,,,,,,
REG,9281,11/20/2012,3.18,30.8,101.64,,,,,,,,,,,,
REG,9281,11/21/2012,4.42,30.48,143.26,,,,,,,,,,,,
REG,9281,11/21/2012,3.18,30.8,101.64,,,,,,,,,,,,
REG,9281,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9420,11/18/2012,4.34,30.48,139.19,,,,,,,,,,,,
REG,9420,11/18/2012,3.26,30.8,105.75,,,,,,,,,,,,
REG,9420,11/19/2012,2.48,30.48,85.34,,,,,,,,,,,,
REG,9420,11/19/2012,5.12,30.8,160.16,,,,,,,,,,,,
REG,9420,11/20/2012,2.48,30.48,85.34,,,,,,,,,,,,
REG,9420,11/20/2012,5.12,30.8,160.16,,,,,,,,,,,,
REG,9420,11/21/2012,2.48,30.48,85.34,,,,,,,,,,,,
REG,9420,11/21/2012,5.12,30.8,160.16,,,,,,,,,,,,
REG,9645,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9645,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9645,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9645,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9645,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9646,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9646,11/18/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,9646,11/18/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,9646,11/19/2012,1.13,30.48,37.08,,,,,,,,,,,,
REG,9646,11/19/2012,6.47,30.8,208.93,,,,,,,,,,,,
REG,9646,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9726,11/17/2012,6.03,30.48,184.4,,,,,,,,,,,,
REG,9726,11/17/2012,1.57,30.8,60.06,,,,,,,,,,,,
REG,9726,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9726,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9726,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9726,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9791,11/17/2012,4.06,30.48,124.97,,,,,,,,,,,,
REG,9791,11/17/2012,3.54,30.8,120.12,,,,,,,,,,,,
REG,9791,11/19/2012,4.50,30.48,147.32,,,,,,,,,,,,
REG,9791,11/19/2012,3.10,30.8,97.53,,,,,,,,,,,,
REG,9791,11/20/2012,4.50,30.48,147.32,,,,,,,,,,,,
REG,9791,11/20/2012,3.10,30.8,97.53,,,,,,,,,,,,
REG,9791,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9791,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9797,11/19/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9797,11/19/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9797,11/20/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9797,11/20/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9797,11/21/2012,3.12,30.48,97.54,,,,,,,,,,,,
REG,9797,11/21/2012,4.48,30.8,147.84,,,,,,,,,,,,
REG,9797,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9800,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9800,11/19/2012,3.46,30.48,114.81,,,,,,,,,,,,
REG,9800,11/19/2012,4.14,30.8,130.39,,,,,,,,,,,,
REG,9800,11/20/2012,3.46,30.48,114.81,,,,,,,,,,,,
REG,9800,11/20/2012,4.14,30.8,130.39,,,,,,,,,,,,
REG,9800,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9843,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9843,11/19/2012,3.15,30.48,99.06,,,,,,,,,,,,
REG,9843,11/19/2012,4.45,30.8,146.3,,,,,,,,,,,,
REG,9843,11/20/2012,3.15,30.48,99.06,,,,,,,,,,,,
REG,9843,11/20/2012,4.45,30.8,146.3,,,,,,,,,,,,
REG,9843,11/21/2012,3.15,30.48,99.06,,,,,,,,,,,,
REG,9843,11/21/2012,4.45,30.8,146.3,,,,,,,,,,,,
REG,9843,11/22/2012,4.14,30.48,129.03,,,,,,,,,,,,
REG,9843,11/22/2012,3.46,30.8,116.01,,,,,,,,,,,,
REG,9883,11/19/2012,4.47,30.48,145.8,,,,,,,,,,,,
REG,9883,11/19/2012,3.13,30.8,99.07,,,,,,,,,,,,
REG,9883,11/20/2012,4.47,30.48,145.8,,,,,,,,,,,,
REG,9883,11/20/2012,3.13,30.8,99.07,,,,,,,,,,,,
REG,9883,11/21/2012,4.47,30.48,145.8,,,,,,,,,,,,
REG,9883,11/21/2012,3.13,30.8,99.07,,,,,,,,,,,,
REG,9883,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,9883,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65075,11/18/2012,2.28,30.48,75.18,,,,,,,,,,,,
REG,65075,11/18/2012,5.32,30.8,170.43,,,,,,,,,,,,
REG,65075,11/19/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,65075,11/19/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,65075,11/20/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,65075,11/20/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,65075,11/21/2012,4.01,30.48,122.43,,,,,,,,,,,,
REG,65075,11/21/2012,3.59,30.8,122.69,,,,,,,,,,,,
REG,65129,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65129,11/19/2012,6.10,30.48,187.96,,,,,,,,,,,,
REG,65129,11/19/2012,1.50,30.8,56.47,,,,,,,,,,,,
REG,65129,11/20/2012,6.10,30.48,187.96,,,,,,,,,,,,
REG,65129,11/20/2012,1.50,30.8,56.47,,,,,,,,,,,,
REG,65129,11/21/2012,6.10,30.48,187.96,,,,,,,,,,,,
REG,65129,11/21/2012,1.50,30.8,56.47,,,,,,,,,,,,
REG,65151,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65151,11/18/2012,3.29,30.48,106.17,,,,,,,,,,,,
REG,65151,11/18/2012,4.31,30.8,139.11,,,,,,,,,,,,
REG,65151,11/19/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65151,11/19/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65151,11/20/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65151,11/20/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65151,11/21/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65151,11/21/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65237,11/19/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,65237,11/19/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,65237,11/20/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,65237,11/20/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,65237,11/21/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,65237,11/21/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,65237,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65241,11/17/2012,5.43,30.48,174.24,,,,,,,,,,,,
REG,65241,11/17/2012,2.17,30.8,70.33,,,,,,,,,,,,
REG,65241,11/18/2012,5.32,30.48,168.66,,,,,,,,,,,,
REG,65241,11/18/2012,2.28,30.8,75.97,,,,,,,,,,,,
REG,65241,11/19/2012,4.59,30.48,151.89,,,,,,,,,,,,
REG,65241,11/19/2012,3.01,30.8,92.91,,,,,,,,,,,,
REG,65241,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65262,11/17/2012,3.16,30.48,99.57,,,,,,,,,,,,
REG,65262,11/17/2012,4.44,30.8,145.79,,,,,,,,,,,,
REG,65262,11/20/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65262,11/20/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65262,11/21/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65262,11/21/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65262,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65366,11/19/2012,3.14,30.48,98.55,,,,,,,,,,,,
REG,65366,11/19/2012,4.46,30.8,146.81,,,,,,,,,,,,
REG,65366,11/20/2012,3.14,30.48,98.55,,,,,,,,,,,,
REG,65366,11/20/2012,4.46,30.8,146.81,,,,,,,,,,,,
REG,65366,11/21/2012,3.14,30.48,98.55,,,,,,,,,,,,
REG,65366,11/21/2012,4.46,30.8,146.81,,,,,,,,,,,,
REG,65366,11/23/2012,6.18,30.48,192.02,,,,,,,,,,,,
REG,65366,11/23/2012,1.42,30.8,52.36,,,,,,,,,,,,
REG,65396,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65396,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65396,11/19/2012,4.46,30.48,145.29,,,,,,,,,,,,
REG,65396,11/19/2012,3.14,30.8,99.59,,,,,,,,,,,,
REG,65396,11/23/2012,6.22,30.48,194.06,,,,,,,,,,,,
REG,65396,11/23/2012,1.38,30.8,50.31,,,,,,,,,,,,
REG,65398,11/17/2012,4.00,30.48,121.92,,,,,,,,,,,,
REG,65398,11/17/2012,4.00,30.8,123.2,,,,,,,,,,,,
REG,65398,11/19/2012,3.28,30.48,105.66,,,,,,,,,,,,
REG,65398,11/19/2012,4.32,30.8,139.63,,,,,,,,,,,,
REG,65398,11/20/2012,3.28,30.48,105.66,,,,,,,,,,,,
REG,65398,11/20/2012,4.32,30.8,139.63,,,,,,,,,,,,
REG,65398,11/21/2012,3.28,30.48,105.66,,,,,,,,,,,,
REG,65398,11/21/2012,4.32,30.8,139.63,,,,,,,,,,,,
REG,65472,11/17/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65472,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65472,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65472,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65473,11/19/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,65473,11/19/2012,3.08,30.8,96.51,,,,,,,,,,,,
REG,65473,11/20/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,65473,11/20/2012,3.08,30.8,96.51,,,,,,,,,,,,
REG,65473,11/21/2012,4.52,30.48,148.34,,,,,,,,,,,,
REG,65473,11/21/2012,3.08,30.8,96.51,,,,,,,,,,,,
REG,65473,11/22/2012,4.18,30.48,131.06,,,,,,,,,,,,
REG,65473,11/22/2012,3.42,30.8,113.96,,,,,,,,,,,,
REG,65473,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65546,11/17/2012,2.45,30.48,83.82,,,,,,,,,,,,
REG,65546,11/17/2012,5.15,30.8,161.7,,,,,,,,,,,,
REG,65546,11/18/2012,5.32,30.48,168.66,,,,,,,,,,,,
REG,65546,11/18/2012,2.28,30.8,75.97,,,,,,,,,,,,
REG,65546,11/19/2012,2.57,30.48,89.92,,,,,,,,,,,,
REG,65546,11/19/2012,5.03,30.8,155.54,,,,,,,,,,,,
REG,65546,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65559,11/18/2012,5.58,30.48,181.86,,,,,,,,,,,,
REG,65559,11/18/2012,2.02,30.8,62.63,,,,,,,,,,,,
REG,65559,11/19/2012,6.11,30.48,188.47,,,,,,,,,,,,
REG,65559,11/19/2012,1.49,30.8,55.95,,,,,,,,,,,,
REG,65559,11/20/2012,6.11,30.48,188.47,,,,,,,,,,,,
REG,65559,11/20/2012,1.49,30.8,55.95,,,,,,,,,,,,
REG,65559,11/21/2012,6.11,30.48,188.47,,,,,,,,,,,,
REG,65559,11/21/2012,1.49,30.8,55.95,,,,,,,,,,,,
REG,65576,11/17/2012,6.11,30.48,188.47,,,,,,,,,,,,
REG,65576,11/17/2012,1.49,30.8,55.95,,,,,,,,,,,,
REG,65576,11/19/2012,6.34,30.48,200.15,,,,,,,,,,,,
REG,65576,11/19/2012,1.26,30.8,44.15,,,,,,,,,,,,
REG,65576,11/20/2012,6.34,30.48,200.15,,,,,,,,,,,,
REG,65576,11/20/2012,1.26,30.8,44.15,,,,,,,,,,,,
REG,65576,11/21/2012,6.34,30.48,200.15,,,,,,,,,,,,
REG,65576,11/21/2012,1.26,30.8,44.15,,,,,,,,,,,,
REG,65576,11/22/2012,5.11,30.48,157.99,,,,,,,,,,,,
REG,65576,11/22/2012,2.49,30.8,86.75,,,,,,,,,,,,
REG,65726,11/19/2012,6.23,30.48,194.56,,,,,,,,,,,,
REG,65726,11/19/2012,1.37,30.8,49.79,,,,,,,,,,,,
REG,65726,11/20/2012,6.23,30.48,194.56,,,,,,,,,,,,
REG,65726,11/20/2012,1.37,30.8,49.79,,,,,,,,,,,,
REG,65726,11/21/2012,6.23,30.48,194.56,,,,,,,,,,,,
REG,65726,11/21/2012,1.37,30.8,49.79,,,,,,,,,,,,
REG,65726,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65726,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65727,11/19/2012,1.32,30.48,46.74,,,,,,,,,,,,
REG,65727,11/19/2012,6.28,30.8,199.17,,,,,,,,,,,,
REG,65727,11/20/2012,1.32,30.48,46.74,,,,,,,,,,,,
REG,65727,11/20/2012,6.28,30.8,199.17,,,,,,,,,,,,
REG,65727,11/21/2012,1.32,30.48,46.74,,,,,,,,,,,,
REG,65727,11/21/2012,6.28,30.8,199.17,,,,,,,,,,,,
REG,65727,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65739,11/17/2012,5.50,30.48,177.8,,,,,,,,,,,,
REG,65739,11/17/2012,2.10,30.8,66.73,,,,,,,,,,,,
REG,65739,11/18/2012,6.33,30.48,199.64,,,,,,,,,,,,
REG,65739,11/18/2012,1.27,30.8,44.66,,,,,,,,,,,,
REG,65739,11/19/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,65739,11/19/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,65739,11/20/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,65739,11/20/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,65739,11/21/2012,4.26,30.48,135.13,,,,,,,,,,,,
REG,65739,11/21/2012,3.34,30.8,109.85,,,,,,,,,,,,
REG,65812,11/19/2012,3.18,30.48,100.58,,,,,,,,,,,,
REG,65812,11/19/2012,4.42,30.8,144.76,,,,,,,,,,,,
REG,65812,11/20/2012,3.18,30.48,100.58,,,,,,,,,,,,
REG,65812,11/20/2012,4.42,30.8,144.76,,,,,,,,,,,,
REG,65812,11/21/2012,3.18,30.48,100.58,,,,,,,,,,,,
REG,65812,11/21/2012,4.42,30.8,144.76,,,,,,,,,,,,
REG,65812,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65812,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65865,11/17/2012,4.46,30.48,145.29,,,,,,,,,,,,
REG,65865,11/17/2012,3.14,30.8,99.59,,,,,,,,,,,,
REG,65865,11/18/2012,3.06,30.48,94.49,,,,,,,,,,,,
REG,65865,11/18/2012,4.54,30.8,150.92,,,,,,,,,,,,
REG,65865,11/19/2012,2.31,30.48,76.71,,,,,,,,,,,,
REG,65865,11/19/2012,5.29,30.8,168.89,,,,,,,,,,,,
REG,65865,11/20/2012,2.31,30.48,76.71,,,,,,,,,,,,
REG,65865,11/20/2012,5.29,30.8,168.89,,,,,,,,,,,,
REG,65865,11/23/2012,2.29,30.48,75.69,,,,,,,,,,,,
REG,65865,11/23/2012,5.31,30.8,169.91,,,,,,,,,,,,
REG,65943,11/19/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,65943,11/19/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,65943,11/20/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,65943,11/20/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,65943,11/21/2012,4.57,30.48,150.88,,,,,,,,,,,,
REG,65943,11/21/2012,3.03,30.8,93.94,,,,,,,,,,,,
REG,65943,11/22/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65943,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,65944,11/17/2012,4.31,30.48,137.67,,,,,,,,,,,,
REG,65944,11/17/2012,3.29,30.8,107.29,,,,,,,,,,,,
REG,65944,11/18/2012,4.12,30.48,128.02,,,,,,,,,,,,
REG,65944,11/18/2012,3.48,30.8,117.04,,,,,,,,,,,,
REG,65944,11/19/2012,2.43,30.48,82.8,,,,,,,,,,,,
REG,65944,11/19/2012,5.17,30.8,162.73,,,,,,,,,,,,
REG,65944,11/20/2012,2.43,30.48,82.8,,,,,,,,,,,,
REG,65944,11/20/2012,5.17,30.8,162.73,,,,,,,,,,,,
REG,65944,11/21/2012,2.43,30.48,82.8,,,,,,,,,,,,
REG,65944,11/21/2012,5.17,30.8,162.73,,,,,,,,,,,,
REG,66055,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66055,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66055,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66055,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66070,11/17/2012,5.30,30.48,167.64,,,,,,,,,,,,
REG,66070,11/17/2012,2.30,30.8,77,,,,,,,,,,,,
REG,66070,11/20/2012,3.03,30.48,92.96,,,,,,,,,,,,
REG,66070,11/20/2012,4.57,30.8,152.46,,,,,,,,,,,,
REG,66070,11/21/2012,3.03,30.48,92.96,,,,,,,,,,,,
REG,66070,11/21/2012,4.57,30.8,152.46,,,,,,,,,,,,
REG,66070,11/23/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66072,11/17/2012,1.30,30.48,45.72,,,,,,,,,,,,
REG,66072,11/17/2012,6.30,30.8,200.2,,,,,,,,,,,,
REG,66072,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66072,11/19/2012,6.01,30.48,183.39,,,,,,,,,,,,
REG,66072,11/19/2012,1.59,30.8,61.09,,,,,,,,,,,,
REG,66072,11/20/2012,2.46,30.48,84.33,,,,,,,,,,,,
REG,66072,11/20/2012,5.14,30.8,161.19,,,,,,,,,,,,
REG,66072,11/21/2012,3.00,30.48,91.44,,,,,,,,,,,,
REG,66072,11/21/2012,5.00,30.8,154,,,,,,,,,,,,
REG,66075,11/18/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66075,11/19/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66075,11/20/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66075,11/21/2012,8.00,30.48,243.84,,,,,,,,,,,,
REG,66094,11/17/2012,2.44,30.48,83.31,,,,,,,,,,,,
REG,66094,11/17/2012,5.16,30.8,162.21,,,,,,,,,,,,
REG,66094,11/19/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,66094,11/19/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,66094,11/20/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,66094,11/20/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,66094,11/21/2012,3.17,30.48,100.08,,,,,,,,,,,,
REG,66094,11/21/2012,4.43,30.8,145.27,,,,,,,,,,,,
REG,66094,11/22/2012,4.20,30.48,132.08,,,,,,,,,,,,
REG,66094,11/22/2012,3.40,30.8,112.93,,,,,,,,,,,,
